probe_id,point_norm_squared,e1_direct,e1_canonical,e1_residual,e2_direct,e2_canonical,e2_residual,e3_direct,e3_canonical,e3_residual,e4_direct,e4_canonical,e4_residual,e5_direct,e5_canonical,e5_residual
34,1.91333877540642,0.7972244897526735,0.7972244897526749,1.4432899320127035e-15,0.25479042605727437,0.2547904260572752,8.326672684688674e-16,0.0414122325951618,0.041412232595162045,2.42861286636753e-16,0.003569053131305953,0.003569053131305987,3.382710778154774e-17,0.00015275871454231818,0.00015275871454232048,2.303929616531697e-18
35,4.3033639652778675,1.7930683188657799,1.7930683188657779,1.9984014443252818e-15,1.2912234798348856,1.2912234798348823,3.3306690738754696e-15,0.4772277927711657,0.47722779277116373,1.9984014443252818e-15,0.0954535123231349,0.09545351232313425,6.522560269672795e-16,0.009800726337109902,0.009800726337109827,7.45931094670027e-17
36,4.885103332315667,2.035459721798196,2.0354597217981945,1.3322676295501878e-15,1.6401292459490733,1.6401292459490706,2.6645352591003757e-15,0.662819245527499,0.6628192455274968,2.220446049250313e-15,0.13990681287743623,0.13990681287743553,6.938893903907228e-16,0.014428658355744743,0.014428658355744623,1.196959198423997e-16
37,4.668442178443341,1.945184241018058,1.9451842410180582,2.220446049250313e-16,1.4602418157756625,1.4602418157756636,1.1102230246251565e-15,0.5212415526521076,0.5212415526521078,2.220446049250313e-16,0.08658255992512694,0.0865825599251273,3.608224830031759e-16,0.005408244601615363,0.005408244601615417,5.377642775528102e-17
38,1.2147793947664816,0.506158081152702,0.5061580811527007,1.3322676295501878e-15,0.10267564658503368,0.10267564658503313,5.551115123125783e-16,0.010618196295093703,0.010618196295093597,1.0581813203458523e-16,0.0005862493052493484,0.0005862493052493398,8.673617379884035e-18,1.627344129544987e-05,1.6273441295449535e-05,3.3542504711270293e-19
39,1.3031707365103977,0.5429878068793327,0.5429878068793323,3.3306690738754696e-16,0.1176617705012667,0.11766177050126654,1.5265566588595902e-16,0.012951979415158472,0.012951979415158433,3.9898639947466563e-17,0.0007596297266381105,0.0007596297266381075,3.0357660829594124e-18,2.2395149406540116e-05,2.2395149406539978e-05,1.3891340334970526e-19
40,3.2580005840920903,1.3575002433717054,1.3575002433717043,1.1102230246251565e-15,0.7372443587383908,0.7372443587383893,1.4432899320127035e-15,0.2044452372907377,0.20444523729073705,6.661338147750939e-16,0.030482518481974884,0.030482518481974738,1.457167719820518e-16,0.002314923543815795,0.002314923543815779,1.6046192152785466e-17
41,6.490039422850556,2.704183092854398,2.7041830928543984,4.440892098500626e-16,2.746689554950609,2.7466895549506085,4.440892098500626e-16,1.2459181205715177,1.2459181205715169,8.881784197001252e-16,0.2162966974794358,0.21629669747943503,7.771561172376096e-16,0.0018235959584407078,0.0018235959584406002,1.0755285551056204e-16
42,7.122345962406337,2.967644151002639,2.9676441510026406,1.7763568394002505e-15,3.316091947806915,3.316091947806918,3.1086244689504383e-15,1.6665214399851915,1.6665214399851949,3.3306690738754696e-15,0.32974672232829466,0.32974672232829616,1.4988010832439613e-15,0.0072453397831173235,0.007245339783117606,2.8275992658421956e-16
43,5.976539088951597,2.4902246203965004,2.490224620396499,1.3322676295501878e-15,2.4821159732811777,2.482115973281173,4.884981308350689e-15,1.2652667794935022,1.2652667794934982,3.9968028886505635e-15,0.34787590326546397,0.3478759032654626,1.3877787807814457e-15,0.048946673033390335,0.048946673033390106,2.2898349882893854e-16
44,3.41781035804794,1.424087649186644,1.4240876491866419,2.220446049250313e-15,0.7895963962437239,0.7895963962437206,3.3306690738754696e-15,0.2126318796728497,0.21263187967284802,1.6653345369377348e-15,0.02809255733216777,0.028092557332167443,3.2612801348363973e-16,0.0016129422312358961,0.001612942231235863,3.3176586478056436e-17
45,0.3978395020677956,0.16576645919491517,0.16576645919491484,3.3306690738754696e-16,0.010438201890792434,0.01043820189079238,5.377642775528102e-17,0.0003018716351902931,0.0003018716351902897,3.415236843329339e-18,3.6890034837703292e-06,3.6890034837702462e-06,8.300922883092143e-20,1.0878526292126584e-08,1.087852629212569e-08,8.95009422782376e-22
